product_id,startup_id,name,category,description,b2b_b2c,pricing_model,launch_date,status,source_id,confidence,notes
PRD0824,S0256,SatSure Sparta,EO Intelligence Platform,"Open innovation data platform combining satellite imagery with weather, IoT, social and economic datasets to generate fa",,UNKNOWN,,active,SRC03268,HIGH,
PRD0825,S0256,SatSure Sage,Agri-Lending Intelligence Platform,"Unites EO and financial data to help banks drive rural credit, manage risk, and boost inclusion for millions of farmers;",,UNKNOWN,,active,SRC03272,HIGH,
PRD0826,S0256,SatSure Skies,Aviation Intelligence,Digitize airspace intelligence with high-resolution terrain and obstacle data for airport operations and aviation safety,,UNKNOWN,,active,SRC03261,HIGH,
PRD0827,S0256,KaleidEO,Upstream Satellite Arm,SatSure's upstream arm delivering high-res satellite imagery with edge intelligence; enables full-stack sovereign-ready ,,UNKNOWN,2022-07-05,active,SRC03266,HIGH,
PRD0828,S0256,Dhaarini,Earth Intelligence Platform,"Foundational system trained on India's unique climate, land, and infrastructure realities; AI-powered Earth observation ",,UNKNOWN,2026-06-11,active,SRC03273,MEDIUM,
PRD0829,S0256,AgriStack,Agricultural Decision Intelligence,"Satellite-based spatial intelligence for every stage of the agri value chain; includes in-season crop monitoring, yield ",,UNKNOWN,,active,SRC03274,HIGH,
PRD0830,S0256,Digital Forest Stack,Forestry Intelligence,"Monitor forest health, combat deforestation, enable carbon markets; canopy density, tree cover change detection, plantat",,UNKNOWN,,active,SRC03261,HIGH,
PRD0831,S0258,Dailyhunt,local language news aggregator,India's largest local language content platform; serves content in 15+ languages; 350M+ MAU,,,2009,,,HIGH,
PRD0832,S0258,Josh,short video / live call app,"India's #1 short video app; 179M MAU, 91M DAU (Oct 2024); evolved into live call/chat platform; available in 12 language",,,2020-09,,,MEDIUM,
PRD0833,S0258,NexVerse.ai,programmatic AdTech engine,AI-powered programmatic advertising platform for advertisers; enhances ROI and data-driven insights,,,2024-05,,,MEDIUM,
PRD0834,S0258,Dailyhunt Premium,digital newsstand subscription,"Subscription service powered by Magzter; 8,500+ premium magazines in 60+ languages",,,2024-04,,,HIGH,
PRD0835,S0258,Dailyhunt,local language news aggregator,India's largest local language content platform; serves content in 15+ languages; 350M+ MAU,,,2009,active,SRC03286,HIGH,
PRD0836,S0258,Josh,short video / live call app,"India's #1 short video app; 179M MAU, 91M DAU (Oct 2024); evolved into live call/chat platform",,,2020-09,active,SRC03291,MEDIUM,
PRD0837,S0258,NexVerse.ai,programmatic AdTech engine,AI-powered programmatic advertising platform for advertisers,,,2024-05,active,SRC03295,MEDIUM,
PRD0838,S0258,Dailyhunt Premium,digital newsstand subscription,"Subscription service powered by Magzter; 8,500+ premium magazines in 60+ languages",,,2024-04,active,SRC03292,HIGH,
PRD0839,S0258,SparkStation AI,AI content production platform,"AI-powered content production platform for studios, brands and creators; aims to cut AI content prod",,,2026-08-29,launched,SRC03283,LOW,
PRD0840,S0278,Raptor,Tactical Sights,"Clip-on thermal sights and handheld devices for infantry. Used by soldiers in jungles, mountains, and deserts. Represents 77% of FY25 revenue.",,,,,SRC03377,HIGH,
PRD0841,S0278,EK Series,Surveillance Systems,"Fixed-site and vehicle-mounted cameras for border security, naval vessels, and airfields. Growing fast.",,,,,SRC03377,HIGH,
PRD0842,S0278,AVG / PGWS,Platform Systems,Integrated gun-and-sight platforms and anti-drone systems for vehicles and ships. Represents 22% of FY25 revenue.,,,,,SRC03377,HIGH,
PRD0843,S0278,Trap1,Missile Systems,AI-enabled dual-band EO/IR seeker (visual + uncooled LWIR thermal) for precision-strike munitions. Indigenous design under Aatmanirbhar Bharat.,,,,,SRC03391,HIGH,
PRD0844,S0278,Photon,Driver Vision Systems,"Multi-sensor enhanced driver vision system with digital sensor fusion for situational awareness in dark, smoke, fog. Multi-band imaging for ground, marine, aerial vehicles.",,,,,SRC03392,HIGH,
PRD0845,S0278,Vault C-UAS,Homeland Security / Counter-UAV,"AI-enabled counter-UAV system for detecting, tracking, and neutralizing hostile airborne threats. Exported to Armenia.",,,,,SRC03379,HIGH,
PRD0846,S0278,Avenger-TSPI,Naval Systems,EO/IR gimbal for Indian naval vessels. Indigenous AVG-30HD EO/IR gimbal launched for Indian Naval vessels (Jun 2026).,,,,,SRC03393,MEDIUM,
PRD0847,S0278,WaveStrike,Directed Energy / Autonomous Sentry,High Power Microwave directed-energy weapon; autonomous sentry systems. Unveiled at Aero India 2025.,,,,,SRC03377,MEDIUM,
PRD0848,S0278,Promahon,Missile Systems,Missile system product listed on Tonbo's product portfolio page.,,,,,SRC03394,LOW,
PRD0849,S0278,Sarisa,Missile Systems,Missile system product listed on Tonbo's product portfolio page.,,,,,SRC03394,LOW,
PRD0850,S0280,Battery Swapping Network,EV Infrastructure,Dense network of battery swapping stations for electric two- and three-wheelers; depleted battery replaced with charged one in under 2 minutes,,BaaS subscription / pay-per-swap,2023,Active,SRC03407,HIGH,
PRD0851,S0280,Smart Batteries,Hardware,IoT-enabled swappable batteries for EVs,,,,Active,SRC03407,HIGH,
PRD0852,S0280,Charging Units,Hardware,Intelligent charging units deployed across the swapping network,,,,Active,SRC03407,HIGH,
PRD0853,S0280,Yuma App,Software,Consumer-facing app for battery swapping operations,,,,Active,SRC03407,HIGH,
PRD0854,S0280,AI-Driven Technology Stack,Software/Platform,"AI-driven platform powering swapping operations, network optimization, and fleet/OEM partnerships",,,,Active,SRC03407,HIGH,
PRD0855,S0280,Grinntech Battery Technology,Battery Chemistry,Acquired battery technology company providing proprietary battery chemistry capabilities,,,2026-09-01,Acquired,SRC01075,MEDIUM,
PRD0856,S0283,MiQube,workplace management software,"Integrated technology suite with 7 applications: Community App, Tenant Platform, Visitor Management System, Meeting Room Scheduler, Space Management, Hot Desking, Paperless Rostering, Centralized Ticketing; includes MiKi",,bundled with workspace lease,unknown,active,SRC03433,HIGH,
PRD0857,S0283,IndiQube Grow,managed office space,"Fully-equipped, ready-to-move-in or customizable private offices designed to scale with business",,membership-based,unknown,active,SRC03434,HIGH,
PRD0858,S0283,DesignQube,office interiors,"Enterprise-grade office interiors; design, build, and operate workspace solutions",,project-based,unknown,active,SRC03434,HIGH,
PRD0859,S0283,IndiQare,B2B/B2C services,"Ala carte services including facility upkeep, IT services, asset management, green initiatives, employee services",,ala carte,unknown,active,SRC03434,HIGH,
PRD0860,S0283,IndiQube Eco,sustainable property transformation,"Sustainable property transformation solutions; solar power, green building certifications",,project-based,unknown,active,SRC03434,HIGH,
PRD0861,S0283,ServiQube,service platform,"Connected digital ecosystem linking employees, clients, administrators, and service teams across workplace environment",,bundled,unknown,active,SRC03421,MEDIUM,
PRD0862,S0290,Build,AI Agent - Software Creation,"Build websites, mobile apps, internal applications, pitch decks, market analysis, prospect lists, marketing videos from natural language prompts; includes database, auth, payments, deployment infrastructure",,SaaS subscription (freemium to paid),2025-04-22,live,SRC03485,HIGH,
PRD0863,S0290,Run,AI Agent - Business Operations,"Run day-to-day business operations: social media content creation/scheduling, customer outreach, competitor monitoring, brand-sentiment tracking, SEO/AEO, customer support",,SaaS subscription,2026-03,live,SRC03472,HIGH,
PRD0864,S0290,Grow,AI Agent - Customer Acquisition,"Run ad campaigns across ChatGPT Ads, Meta, Google, LinkedIn, TikTok; cold email, direct messaging, voice calls; campaign measurement and autonomous issue fixing",,SaaS subscription,2026-03,live,SRC03472,HIGH,
PRD0865,S0290,Runable Academy,Education Module,Free module teaching business owners how to build and grow their ventures,,Free,,live,SRC03472,HIGH,Plans to scale with Series A funding
PRD0866,S0296,Ceramicware,home decor,Artisanal ceramic products,,retail,,active,SRC03516,MEDIUM,
PRD0867,S0296,Glassware,home decor,Glass home decor items,,retail,,active,SRC03516,MEDIUM,
PRD0868,S0296,Soft furnishings,home decor,Textile home decor,,retail,,active,SRC03516,MEDIUM,
PRD0869,S0296,Bath essentials,home decor,Bath and bathroom products,,retail,,active,SRC03516,MEDIUM,
PRD0870,S0296,Planters and faux florals,home decor,Plant accessories and artificial flowers,,retail,,active,SRC03516,MEDIUM,
PRD0871,S0296,Kitchenware and drinkware,kitchen,Kitchen and dining products; largest revenue category at 50%,,retail,,active,SRC03512,MEDIUM,
PRD0872,S0296,Cookware and appliances,kitchen,Cookware and small appliances; 9x growth category,,retail,,active,SRC03516,MEDIUM,
PRD0873,S0296,Nest Baby & Kids,home decor,Themed children's home products,,retail,,active,SRC03513,MEDIUM,
PRD0874,S0296,"Bags, accessories, stationery",lifestyle,Lifestyle accessories,,retail,,active,SRC03516,MEDIUM,
PRD0875,S0296,Minions merchandise,licensed,Official Universal Studios Minions merchandise,,retail,2026-06-26,active,SRC03524,MEDIUM,
PRD0876,S0305,Graph Safety /intake,Pharmacovigilance SaaS,Captures and triages incoming adverse-event reports across every channel,,,2025-10,live,SRC03557,HIGH,
PRD0877,S0305,Graph Safety /nucleus,Pharmacovigilance SaaS,Intelligent safety database that automates case processing end to end,,,2025-10,live,SRC03557,HIGH,
PRD0878,S0305,Graph Safety /report,Pharmacovigilance SaaS,Automated aggregate reporting module,,,2026-09,launching,SRC03557,HIGH,
PRD0879,S0305,Graph Safety /signal,Pharmacovigilance SaaS,Surfaces emerging safety signals and patterns across cases,,,,design partnership,SRC03557,MEDIUM,
PRD0880,S0307,Secure IoT,SoC,"India's first commercial-grade high-performance microcontroller SoC taped out at 28nm. 28nm, 700 MHz low power SoC for IoT and embedded devices with security baked into the silicon.",,,2024-05-01,Launched (market by mid-2025),SRC03570,HIGH,
PRD0881,S0307,Vision SoC,SoC,"High-performance edge computing and vision processing SoC for CCTV cameras, dashcams, video recorders, ADAS, smart TVs. Funded under MeitY DLI scheme (₹15 Cr).",,,UNKNOWN,In development,SRC03567,HIGH,
PRD0882,S0307,Edge Compute,Processor,Advanced edge inference processors designed for AI-driven workloads.,,,UNKNOWN,Coming Soon,SRC03570,MEDIUM,
PRD0883,S0307,V2600,SoC,Product listed on company website under Products section.,,,UNKNOWN,UNKNOWN,SRC03570,LOW,
PRD0884,S0307,V2601,SoC,Product listed on company website under Products section.,,,UNKNOWN,UNKNOWN,SRC03570,LOW,
PRD0885,S0309,Swarming ISR Satellite Constellation,Satellite Systems,"Autonomous swarming satellite architecture where satellites communicate, task each other, and act in orbit without waiting for ground station. Six satellites equipped with electro-optical, thermal, and electronic-warfare",,Government contract (iDEX),2027-12,In development,SRC03584,HIGH,
PRD0886,S0309,Ground Station as a Service (GSaaS),Ground Infrastructure,"Global network of 70+ hardened ground stations across 6 continents, available as a service. All major frequency bands (S, X, UHF, VHF). Ultra low latency mission operations.",,Service subscription / build-up or lease,Unknown,Operational,SRC03583,HIGH,
PRD0887,S0309,Mission Operations as a Service,Mission Operations,"Primary mission operator for several ISRO satellites; serves nearly all Indian space companies. Fleet-level scheduling, virtualized modems, machine-to-machine operations.",,Service subscription,Unknown,Operational,SRC03585,HIGH,
PRD0888,S0309,Avionics as a Service,Satellite Subsystems,"Flight-proven satellite subsystems including onboard computers, power systems, RF payloads, communication and navigation modules. Validated through missions with ISRO and national defence agencies.",,Service / product sale,Unknown,Operational,SRC03583,HIGH,
PRD0889,S0309,Onboard Computers & Satellite Positioning Sensors,Satellite Electronics,"Products include onboard computers, satellite positioning sensors, solar panels, magnetic torquers, power modules, S-Band TxRx systems, proof of life transmitters, MEMS IMU systems, reaction wheels.",,Product sale,Unknown,Operational,SRC03586,HIGH,
PRD0890,S0310,Used car marketplace (auction + retail),core marketplace,"C2B auction platform and retail used car sales with 150+ point inspection, 7-day money-back guarantee, 2-year warranty",,,2015,active,SRC03599,HIGH,
PRD0891,S0310,Loans24,NBFC lending,Vehicle financing; facilitates third-party loans and own NBFC lending; loan disbursals rose 57% in H2 FY26,,,2019,active,SRC03597,HIGH,
PRD0892,S0310,CarInfo (BikeInfo),vehicle information management,"Vehicle information platform; insurance renewal tracking, pollution certificates, challans, FASTag status; 12M+ monthly users",,,2019,active (acquired Jan 2026),SRC03615,HIGH,
PRD0893,S0310,Team-BHP,automotive community,Automotive content portal and community forum; acquired April 2025,,,2004,active (acquired Apr 2025),SRC03616,HIGH,
PRD0894,S0310,Superapp,car ownership ecosystem,"Consolidated ancillary services: vehicle repairs, financing, chauffeur bookings, service history, insurance, FASTag",,,2024,active,SRC03596,HIGH,
PRD0895,S0310,New car aggregator,new car marketplace,Aggregator platform providing real-time and city-wise prices of new cars with AI walk-throughs,,,2025-03,active,SRC03617,HIGH,
PRD0896,S0316,Baby Feather Diapers,Diapers & Hygiene,Breathable diapers; Voted Rash Free by 96.1% Moms,,Retail,2022,Active,SRC03654,MEDIUM,
PRD0897,S0316,Strollers & Prams,Baby Gear,"Lightweight, portable strollers",,Retail,2014,Active,SRC03651,HIGH,
PRD0898,S0316,Car Seats,Baby Gear,Infant car seats meeting international safety standards,,Retail,2014,Active,SRC03651,HIGH,
PRD0899,S0316,High Chairs,Feeding,High chairs for babies,,Retail,2014,Active,SRC03651,HIGH,
PRD0900,S0316,Cradle and Crib,Nursery,"Three-in-one item functioning as cot, crib and playpen; first product launched i",,Retail,2014,Active,SRC03650,HIGH,
PRD0901,S0316,Ride-ons,Toys & Ride-ons,Three-wheel scooters and ride-on toys,,Retail,2014,Active,SRC03654,MEDIUM,
PRD0902,S0320,Smart Crib,baby tech / smart nursery,"Convertible bassinet-to-crib with contactless sensors, predictive ML, adaptive motion, built-in baby monitor, sound machine. AI detects stirring and rocks baby back to sleep. Retails at $1,799.",,one-time purchase + subscription,2022,active,SRC03675,HIGH,
PRD0903,S0320,Smart Bassinet,baby tech / smart nursery,Convertible bassinet that transitions to crib for up to 24 months. Built-in monitor and sound machine.,,one-time purchase,,active,SRC03687,MEDIUM,
PRD0904,S0320,Subscription Plans,software service,"Subscription plans for new buyers introduced May 2025, replacing one-time-only pricing model.",,subscription,2025-05,active,SRC03681,MEDIUM,
PRD0905,S0322,Motor Insurance,Insurance Distribution,"Compare and buy car, bike, and commercial vehicle insurance online from multiple insurers",,Commission-based brokerage,,Active,SRC03712,HIGH,
PRD0906,S0322,Health Insurance,Insurance Distribution,Compare and buy health insurance plans from top insurers including IFFCO Tokio and others,,Commission-based brokerage,,Active,SRC03712,HIGH,
PRD0907,S0322,Life Insurance,Insurance Distribution,Life insurance products including term plans,,Commission-based brokerage,,Active,SRC03712,HIGH,
PRD0908,S0322,Travel Insurance,Insurance Distribution,Travel insurance policies,,Commission-based brokerage,,Active,SRC03712,HIGH,
PRD0909,S0322,Pet Insurance,Insurance Distribution,Pet insurance policies,,Commission-based brokerage,,Active,SRC03712,MEDIUM,
PRD0910,S0322,Corporate Insurance,Corporate Broking,"Comprehensive corporate insurance solutions including group medical, group personal accident, group term life, cyber insurance, D&O liability, marine, fire, and specialty insurance for enterprises",,Brokerage/consulting fees,,Active,SRC03703,HIGH,
PRD0911,S0322,Investment Plans,Financial Products,"ULIP, child plans, fixed deposits, retirement plans",,Commission-based,,Active,SRC03712,MEDIUM,
PRD0912,S0322,POSP Agent Platform,Technology Platform,"Point of Sale Person platform enabling agents to sell insurance policies; includes agent enrollment, comparative quotes, renewal reminders, claims servicing",,Commission sharing with agents,,Active,SRC03713,HIGH,
PRD0913,S0333,Humanoid robots,,Robots designed to replicate human tasks,,,,,SRC03754,HIGH,
PRD0914,S0349,Indrajaal Ranger,,India's first AI-enabled Anti-Drone Patrol Vehicle,,,,,SRC03817,HIGH,
PRD0915,S0367,"{'v': 'Skill-based gaming platform', 'conf': 0.9}",,"{'v': 'Trivia quizzes, board games, casual games; pivoted to free-to-play social games and micro-dramas after RMG ban', 'conf': 0.8}",,,,,,,
PRD0916,S0367,Ludo Supreme,skill-based board game,"Flagship skill-based Ludo game with strategic elements, time limits, and move options",,free-to-play (post-ban); previously cash-based,2018,active,SRC03937,HIGH,
PRD0917,S0367,Ludo Turbo,skill-based board game,Fast-paced Ludo variant,,free-to-play,2018,active,SRC03937,HIGH,
PRD0918,S0367,Snakes & Ladders,skill-based board game,Traditional board game adapted with skill-based elements,,free-to-play,2018,active,SRC03937,HIGH,
PRD0919,S0367,Trump Card Mania,skill-based card game,Trump card-based skill game,,free-to-play,2018,active,SRC03937,HIGH,
PRD0920,S0367,Tombola,skill-based lottery game,Traditional Tombola adapted with skill elements,,free-to-play,2018,active,SRC03935,HIGH,
PRD0921,S0367,Zupee Studio,micro-dramas / short-form video,"1-3 minute episodic mini-dramas across genres (romance, crime, comedy, fantasy); branching narratives",,"advertising, branded integrations, premium arcs",2025,active,SRC03938,HIGH,
PRD0922,S0367,Neo Astro,astrology app,Astrology-based app,,unknown,2025,active,SRC03934,MEDIUM,
PRD0923,S0367,SuperLearn,microlearning,Microlearning platform,,unknown,2025,active,SRC03934,MEDIUM,
PRD0924,S0367,Nucanon,AI-powered interactive storytelling,Australian AI startup acquired in Nov 2025 for AI-powered interactive storytelling vertical,,unknown,2025-11,active,SRC03934,MEDIUM,
PRD0925,S0368,Vaaman,Reconfigurable Edge Computer,"Six-core ARM CPU (RK3399) + Efinix Trion T120 FPGA, 112,128 logic cells",B2B+B2C,~$180-212,2024-03,Available,SRC03951,HIGH,
PRD0926,S0368,Axon,AI Single Board Computer,"8-core ARM CPU (RK3588), Mali-G610 GPU, NPU, up to 16GB RAM",B2B+B2C,Hardware sales,2024-2025,Available,SRC03953,HIGH,
PRD0927,S0368,Periplex,Software Tool,Converts JSON to hardware interfaces; auto-generates FPGA bitstreams,B2B,Free,2024,Available,SRC03949,HIGH,
PRD0928,S0368,Gati,Software Toolchain,Transforms ONNX AI models to FPGA-executable logic without RTL,B2B,Open-source,2024,Available,SRC03954,HIGH,
