investor_id,name,type,geography,companies_backed,rounds_participated,sectors,stages,cities,lead_investments,portfolio_notes
INV0519,IMM Investment,,,1,1,spacetech,Series C,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0520,FMO,,,2,4,fintech lending green; fintech/microfinance,PE Share Sale (CCPS); Series B; Series B extension / growth equity,Kolkata; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0521,Finnfund,,,1,1,fintech lending green,Series B extension / growth equity,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0522,Finnfund DAIF,,,1,2,fintech lending green,; Series B extension / growth equity,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0523,Eversource Capital,,,1,1,fintech lending green,Series B extension / growth equity,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0524,Mirova,,,2,3,ev battery swapping; fintech lending green,; Debt; debt,Gurugram; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0525,Mirova (Natixis IM),,,1,2,fintech lending green,; Debt,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0526,Eversource Capital (Everstone + Lightsource bp),,,1,1,fintech lending green,,Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0527,FMO (Dutch DFI),,,1,1,fintech lending green,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0528,IvyCap Ventures,Venture Capital,"Mumbai, India",5,21,D2C fashion; Semiconductors / Fabless chip design; biotech therapeutics; edtech robotics / consumer AI robots; logistics cold chain,; Pre-Series A; Seed; Series A; Series A (Rs 110 Cr); Series B; Series B (close confirmation); Series B (equity + debt + secondary); Series D,Bengaluru; Mumbai; Navi Mumbai,3,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0529,YourNest,,,2,4,edtech robotics / consumer AI robots; spacetech launch,; Seed; Series B,Bengaluru; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0530,Aroa Ventures,,,1,1,edtech robotics / consumer AI robots,Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0531,Ritesh Agarwal,,,1,1,edtech robotics / consumer AI robots,Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0532,AMDG-PAX Foundation,Non-Profit Foundation,,1,2,edtech robotics / consumer AI robots,Series D (pending),Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0533,iHeartMedia,Corporation,,1,3,edtech robotics / consumer AI robots,; Corporate Minority (Series D extension),Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0534,Stride Ventures / Trifecta (debt),,,1,1,edtech robotics / consumer AI robots,,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0536,Lightbox Ventures,VC,,1,5,healthtech / femtech D2C wellness,; Series A; pre-Series B,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0537,Mirabilis Investment Trust,VC,,2,5,d2c beauty; healthtech / femtech D2C wellness,; Series B; Series C; pre-Series C,Gurugram; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0538,Samir Singh,,,1,1,healthtech / femtech D2C wellness,pre-Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0539,Shuchi Kothari,,,1,1,healthtech / femtech D2C wellness,pre-Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0540,SRF,,,1,1,healthtech / femtech D2C wellness,pre-Series C,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0541,Filter Capital,,,2,9,d2c baby products; healthtech / femtech D2C wellness,; Primary-Secondary; Series B; Series C,Ahmedabad; Mumbai,2,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0542,Info Edge Ventures,CVC-corporate,"Noida, India",4,12,healthtech pharmacy; industrial robotics / autonomous mobile robots; legaltech ai; travel AI,; Seed; Seed/Series A; Series A; Series C (total); pre-seed,Bengaluru; Gurugram; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0543,Info Edge Ventures (IE Venture Fund I),CVC-corporate,"Noida, India",1,1,healthtech pharmacy,Seed,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0544,Asha Impact,,,1,1,healthtech pharmacy,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0545,Indian Angel Network Fund,,,1,1,healthtech pharmacy,Series A,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0546,Digital Garage,,,1,1,proptech,Total funding,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0547,BEENOS,,,1,1,proptech,Total funding,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0548,SAIF Partners,,,1,1,proptech,Total funding,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0549,KTB Ventures,,,1,1,proptech,Total funding,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0550,BlackRock (debt),,,1,1,spacetech launch,pre-Series C (second),Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0551,Playbook Partners,,,2,3,d2c/beauty; spacetech launch,; Series C; pre-Series C (second),Ahmedabad; Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0552,Shanghvi Family Office,,,1,2,spacetech launch,; pre-Series C (second),Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0553,Greenko founders,,,1,1,spacetech launch,pre-Series C (second),Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0554,BlackRock (managed funds),,,1,1,spacetech launch,,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0555,Greenko Group founders,,,1,1,spacetech launch,,Hyderabad,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0556,"Reliance Industries (per RoC, Jan 2026)",CVC-corporate,,1,1,spacetech ssa,Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0557,Aditya Birla Ventures,,,2,5,D2C jewellery; spacetech ssa,; Series A1 (extension); Series B,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0558,SIDBI,,,1,2,spacetech ssa,Series A1 (extension),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0559,IISc SID (Society for Innovation and Development),,,1,1,spacetech ssa,Grant (prize money),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0560,IISc SID,,,1,1,spacetech ssa,Grant (prize money),Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0561,SBI Investment (Japan),,,1,1,spacetech ssa,,Bengaluru,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0562,Malabar Investment,Other,UNKNOWN,1,3,gaming (real-money skill gaming),; Venture round (unicorn),Mumbai,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0563,Raine Group,,,1,2,gaming (real-money skill gaming),; Venture round (unicorn),Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0564,Malabar Investment Advisors,,,1,2,gaming (real-money skill gaming),Series C (unicorn),Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0565,The Raine Group,,,1,1,gaming (real-money skill gaming),Series C (unicorn),Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0566,The Howard Partnership Trust,,,1,1,gaming (real-money skill gaming),Series C (unicorn),Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0567,S A Gamez Evolution,,,1,1,gaming (real-money skill gaming),Series C (unicorn),Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0568,Vijay Mansukhani,,,1,1,gaming (real-money skill gaming),Series C (unicorn),Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0569,Bain Capital,,,2,4,furniture rental / consumer services; gaming (real-money skill gaming),; Series C (unicorn); Series D (prior); Series D/D1,Bengaluru; Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0570,Alex Roetter,,,1,1,gaming (real-money skill gaming),Angel,Mumbai,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0571,Silverline Homes,,,1,2,B2B construction materials,Series G,Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0572,NK Squared,,,1,1,B2B construction materials,Series G,Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0573,Nexus Ventures,VC,"Bengaluru, India",2,4,B2B construction materials; insurtech,; Early VC; Series G,Mumbai; Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0574,Evolvence India,,,2,3,B2B construction materials; agritech / crop inputs,Equity funding; Series E2; Series G,Pune; Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0575,Evolvence India Fund,,,1,2,B2B construction materials,Seed/Series A; Series B,Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0576,Sistema Asia Fund,,,1,2,B2B construction materials,Seed/Series A; Series B,Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0577,Foundamental,,,1,2,B2B construction materials,Series F,Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0578,Nikhil Kamath,Individual/Angel,India,4,4,B2B construction materials; climate / solar manufacturing; data centres / digital infrastructure; environment/logistics tech,; Equity Investment; Series F,Hyderabad; Mumbai; Surat; Thane,1,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
INV0579,NK Squared (Nikhil Kamath),,,1,2,B2B construction materials,; Series F,Thane,0,NETWORK LAYER: metrics from INVESTOR_LINKS + INVESTORS; co-investment patterns derivable; no centrality claims made; previous-company data sparse.
